Lat,Lon,MAE,RMSE
23.0,74.25,2.1292307692308006,2.9412006967328312
23.0,74.5,90.44111111111397,121.87970047916058
23.25,73.75,178.20097979798206,255.27543231410934
23.25,74.0,3.941538461538447,4.371920894491595
23.25,74.25,47.332058651022244,73.8855356488387
23.5,73.5,406.23727272727615,614.6629351337847
23.5,73.75,2.973261918548701,4.827741601427396
23.5,74.0,3.6876923076923074,4.611168715529386
23.5,74.25,3.5007692307692193,3.736336132136349
23.5,74.5,83.88666666666393,115.82560705646681
23.5,74.75,232.64999999999839,362.19369776405387
23.75,73.25,111.10099999999125,136.65824845210292
23.75,73.5,3.175000000000002,3.874732248814103
23.75,73.75,1728.0483333333389,2584.6375434284864
23.75,74.0,84.13181818181191,127.11807285139345
23.75,74.25,1.8053846153846131,2.3036943573980646
23.75,74.5,1538.9636363636425,2328.741836341528
23.75,74.75,3.378517876490247,4.414956097470739
23.75,75.5,3.190769230769232,3.684017455901184
23.75,75.75,528.10375,651.7165790721457
23.75,83.0,51.83518859649166,76.49502639083462
24.0,73.25,79.34818181817428,110.45939035763082
24.0,73.5,1.489999999999996,2.055830358161497
24.0,73.75,4.624615384615385,5.016259716009682
24.0,74.0,90.43250000000113,134.72257862610527
24.0,74.25,142.4945454545418,211.3294958976653
24.0,74.5,3114.308333333322,4658.965040458718
24.0,74.75,400.9518181818083,606.3172250038308
24.0,75.75,2.5469230769230955,2.932348756674304
24.0,76.75,4.97384615384616,7.006152241478156
24.0,82.75,38.83581055900419,56.73504108721135
24.0,83.0,18.97531999999676,27.651595305428394
24.25,72.5,1.594166666666671,2.1628395687151714
24.25,72.75,259.82600000000986,366.1865395942486
24.25,73.25,426.74272727272177,652.0477264810302
24.25,73.5,2.0623076923076704,2.887193207145029
24.25,73.75,2093.7025000000076,3128.851149880481
24.25,74.0,676.90916666666,1011.8687748789265
24.25,74.25,3.419230769230751,4.086908743405333
24.25,74.5,4.53461538461541,6.550515540486422
24.25,75.75,1.4553846153846122,2.3437117176360633
24.25,76.0,317.25000000000233,377.8718934742042
24.25,76.25,1.6269230769230751,1.8582808432278661
24.25,76.5,2.6069230769230716,2.982003714592943
24.25,76.75,1175.6881818181828,1764.5528221491559
24.25,78.25,563.1608333333279,798.5258631952095
24.25,78.5,324.82636363634987,461.71601605510733
24.25,78.75,84.5574999999994,106.50575489146041
24.25,83.0,950.8191666666635,1353.2439071942356
24.5,72.0,0.7500000000000355,1.0871241368348854
24.5,72.25,1521.3030000000017,2141.5220742056363
24.5,72.5,3099.3483333333334,4637.440496971363
24.5,72.75,2779.0945454545385,3924.8834638032613
24.5,73.25,75.46900000001312,88.97720590130479
24.5,73.5,2.7183333333333337,4.34873353211407
24.5,73.75,4.818333333333361,6.133356884012777
24.5,74.0,738.9218181818229,1029.3762817886882
24.5,74.25,9.10666666666667,10.574156388730657
24.5,76.0,153.35636363636235,229.6632932636959
24.5,76.25,282.4436363636349,452.97162987622687
24.5,76.5,780.3899999999983,1166.0098901981899
24.5,76.75,339.1450000000057,469.3066579007882
24.5,78.25,0.4591666666666754,0.6198722986766512
24.5,78.5,199.28099173554818,301.4065665788806
24.5,82.75,138.85499999999706,195.7749061294587
24.5,83.0,512.472727272731,726.9875582779371
24.75,71.0,4.174545454545521,5.5682770307259934
24.75,71.25,1.8725000000000003,2.060277084924906
24.75,71.5,3.2066666666666657,3.904339466115452
24.75,71.75,0.8671052631578564,0.9398256011967289
24.75,72.0,84.96728000000074,129.30312859001907
24.75,72.25,671.8036363636314,953.8213082981647
24.75,72.5,374.67333333333585,557.4344591220306
24.75,72.75,5.784615384615388,7.183313998427192
24.75,73.0,3.8216666666666774,4.324891135431434
24.75,73.25,1017.5636363636222,1543.119437020034
24.75,73.5,7.676428571419923,8.9865195844932
24.75,73.75,5.402307692307711,6.059895277084505
24.75,74.0,167.69000000000324,255.78024955027763
24.75,74.25,1.516923076923079,1.9888496868599927
24.75,74.5,587.3566666666611,875.851723752363
24.75,75.5,134.06666666666942,200.5470229148308
24.75,75.75,1.2083333333333333,1.606243028519237
24.75,76.25,1.7166666666666355,2.1007379655730207
24.75,76.5,381.87499999999835,518.3401551587505
24.75,78.25,4.762440147327321,5.597443096219014
24.75,78.5,270.41875000000243,373.78225701938095
24.75,81.75,520.2321176867309,782.0000311519606
24.75,82.0,343.20333333333446,416.14652880125584
24.75,82.25,395.4637136886113,566.6380269841709
24.75,82.5,104.81111111111045,159.62704651085127
24.75,82.75,132.34000000000503,187.0818056359374
24.75,83.0,41.37583216782911,60.10731438589474
25.0,71.0,41.168181818184536,62.922353746586786
25.0,71.25,21.042508960572622,31.83711832659085
25.0,71.5,10.566923076924748,14.41410073504661
25.0,72.0,1.649275362318825,1.9267838893528282
25.0,72.25,134.47249999999931,200.58529792002767
25.0,72.5,182.93090909090805,294.4822032282781
25.0,72.75,2797.8644444444426,3893.1017786763955
25.0,73.0,1.5866666666666447,2.194648794985938
25.0,73.25,888.0224999999967,1325.8507769824578
25.0,73.5,2.728461538461523,3.158462381505361
25.0,73.75,153.8649999999989,229.2586557071857
25.0,74.0,218.8690909090935,330.25449872374924
25.0,74.25,1156.2,1728.4586906017357
25.0,74.5,995.7754545454547,1483.942844736769
25.0,74.75,152.22800000000933,165.9165625246724
25.0,75.0,3.453846153846139,3.4862785978086097
25.0,75.25,7.298461538461538,7.941493756021161
25.0,75.5,0.9799999999999992,1.5090283849771353
25.0,75.75,1.1141666666666623,1.7386608831703367
25.0,76.0,0.5474999999999994,0.6880225287009138
25.0,76.25,221.78855870187832,332.02694381997395
25.0,76.5,3.805706521739321,4.137575158227689
25.0,76.75,21.292499999993925,32.08035886643753
25.0,77.0,298.5957142857131,445.8790448893365
25.0,77.25,1.0338461538461625,1.4620743956658138
25.0,78.25,199.22727272727445,275.58555190391075
25.0,78.5,76.09583333334274,108.21627931293993
25.0,79.25,20.432479919679942,28.99164334439892
25.0,79.5,31.0155555555567,42.91990628549522
25.0,79.75,9.764778325123217,14.17766631244119
25.0,80.25,498.71636363636173,709.0989629356116
25.0,80.5,98.91454545454302,120.15748506930794
25.0,80.75,312.89083333333315,437.1900342051877
25.0,81.0,12.927276422764379,17.075728768878687
25.0,81.25,49.63000000000024,65.68968807963738
25.0,81.5,294.08583333333104,453.4789794191094
25.0,81.75,45.93749999999809,50.433677488358825
25.0,82.0,68.45416666666664,80.18251840852366
25.0,82.25,128.12525862068887,195.9658386787911
25.0,82.5,57.07403486923886,89.29815690895947
25.0,82.75,58.00263468013571,83.31220946423608
25.0,83.0,614.2441666666664,925.8058258844918
25.25,70.75,745.8418181818164,1122.2882777692087
25.25,71.0,4.787084967320108,5.666845070082112
25.25,71.25,1.1583333333333325,2.276785014005495
25.25,71.5,81.17000000000016,112.22008432094519
25.25,72.0,14.534000000000361,19.727655714758157
25.25,72.25,53.66922659042227,71.80213506603737
25.25,72.5,2.2183333333333386,3.613735371237534
25.25,72.75,155.25454545454423,252.10489429456095
25.25,73.0,427.16333333333336,638.1016214783765
25.25,73.25,4.250000000000011,4.973315155544006
25.25,73.5,6.1052552552551065,7.142768438447869
25.25,73.75,978.8245454545454,1496.6347633061193
25.25,74.0,11.745833333333366,13.092372143096688
25.25,74.5,1302.5800000000054,1946.0418908218203
25.25,74.75,3.816923076923073,4.284113767073736
25.25,75.0,506.65166666666636,644.2766768891549
25.25,75.5,2.9200000000000026,4.214329036841954
25.25,75.75,0.6061538461538436,0.6987351209369421
25.25,76.0,12.543699538636487,18.83599188360264
25.25,76.25,1.1315384615384665,1.4547931388768274
25.25,76.5,1.509230769230774,1.8781250879943723
25.25,77.0,171.73333333332837,257.5132045481607
25.25,77.25,690.4116666666745,1032.730593564148
25.25,78.25,10.601173708917429,16.235606226183886
25.25,78.5,268.1012532299719,383.1245489250116
25.25,78.75,26.741666666666962,40.69439171024306
25.25,79.0,227.6049999999991,282.3152392568737
25.25,79.25,50.41530991735133,77.53569520177535
25.25,79.5,182.5227272727342,258.2852806315415
25.25,79.75,186.0716666666682,252.61063246295552
25.25,80.0,16.095000000000386,18.396152586886934
25.25,80.25,30.964638728324147,42.17362137671755
25.25,80.5,230.10583333333724,369.25117448470985
25.25,80.75,199.43175137961197,285.57111708190035
25.25,81.0,26.746696696697533,35.6926657905631
25.25,81.25,39.81272033309988,56.578046001404104
25.25,81.5,89.31583333333192,109.33531523864058
25.25,81.75,331.3275000000003,510.74799440787535
25.25,82.0,307.2572727272732,398.838027376802
